"Stock1","Stock2","Stock3","Stock4","Stock5","Stock6","Stock7","Stock8","indx"
722.724223028777,495.243222950972,643.878051426592,800.989967883297,753.977194742244,906.125968393992,142.2151283743,127.570584609553,574.090542676216
706.093867247546,470.243533338483,636.397360842698,811.647995502748,744.404636969976,875.81133906246,146.550068922895,126.872348188692,564.752643759437
685.754281184995,465.200549454398,637.91703190206,829.123193234522,733.341547405953,884.391246129969,152.800828154773,126.50789173364,564.379571150039
659.499258467654,464.484510485058,633.533120989231,848.162161373608,728.117111250806,904.498554916936,147.917991736547,124.623067494355,563.854472089275
661.243447113938,476.650023667461,628.038614162455,821.126505630717,693.188512354092,906.357004303723,145.078387781947,125.550689839281,557.154148106702
666.051115219683,464.537722766122,637.61425475201,822.411091917968,709.082679006938,918.429294198519,154.919992730587,127.963701119309,562.626231463892
662.139182415066,452.649857663711,639.293823352789,786.008443427452,724.105918499166,924.275910857124,158.676722566124,133.384777047438,560.066829478609
644.779184755213,447.743283940156,638.528308612451,739.917786293522,779.921911264731,963.163015326504,158.038296016867,129.67431816424,562.72076304671
647.178562109061,463.530134835548,631.772214673554,744.831562755296,757.039534289038,972.466805798132,142.910196003665,129.11904570154,561.106007020729
646.470106058154,479.168834939499,634.441435457051,754.794285966789,735.656987912779,978.315984452672,141.331632469858,131.292305434572,562.683946586422
643.685656269877,494.068516360199,631.490201575601,764.959730302043,737.541434420467,965.054846493428,132.094652125599,131.756136452102,562.581396749914
662.172830774287,480.349203895093,637.515153198412,798.444128706424,752.916457209551,967.602621678406,131.737784458833,131.924211608645,570.332798941207
678.685193405192,476.070642819401,631.647215280782,796.238757767798,740.767193935175,954.178640425849,127.140771489781,130.236478738675,566.870611732831
688.338670760226,489.891349517662,630.037326416859,789.423456164661,722.447517258364,965.720431241397,124.157423853472,128.095824683781,567.263999987053
665.541198536539,487.566217094075,622.193924218401,801.796049151188,666.406373299266,962.554969233099,125.911642209584,128.322445578418,557.536602415071
675.849484235104,487.508132011911,627.045047842173,809.383641950987,683.98369760865,962.274360084261,121.585571778636,133.201028872038,562.60387054797
650.524421180791,489.878581149772,625.646943595076,776.654118368216,727.556476652613,963.332905118841,121.84817941239,131.932242740748,560.921733527306
644.580120808969,512.815673920193,628.617822290395,799.012767121425,760.814578685962,938.153981492379,118.496701218828,128.594004471363,566.385706251189
599.65236189541,507.76876507459,625.202090838822,794.014829578834,805.958890129404,945.467853349424,119.502360278279,125.011613709002,565.322345606721
630.699464220595,510.681787118517,629.862178009678,833.950601374527,774.869827062269,933.952544218848,120.927227620222,122.911190480523,569.731852513147
635.315910268309,512.918412814117,637.967396574421,842.83594939475,809.792673938484,909.654021736251,126.490067311601,123.239354455371,574.776723311663
613.969018029537,521.650371465999,625.951874936736,836.202271003562,791.839575947974,902.26569435485,117.129153822776,122.858027388708,566.483248368768
605.701663053799,537.1897958836,621.69235715822,831.322913923043,786.924945851179,901.703274658902,115.350850051647,118.421612646528,564.788426653365
618.256423530066,516.435435020581,637.571125976762,841.910993629165,820.562209451595,907.542831514872,128.470027711656,120.909087886634,573.957266840166
643.815801524716,509.366576443014,638.067669733568,814.895949274709,836.936102748582,935.217545079231,121.84648810675,122.238436815787,577.798071215795
663.834871857598,549.975421396332,651.79502786454,826.742736195009,829.883827682286,924.46201904758,129.928133967891,119.652076393086,587.03426430054
666.815842508265,536.862552727067,654.978625986922,808.841955383876,861.248785750609,910.933379329031,133.104399853017,122.953052026106,586.967324195612
648.187487496398,533.884624959377,654.17981680152,826.892466774889,841.954166026653,942.084978783932,133.536694442368,121.426881156893,587.768389555254
672.380994205025,525.833282776131,648.199451577352,862.93755793777,801.859356090781,948.455343671137,125.393710841604,118.02824946082,587.885993320077
667.840988946835,509.23449648355,658.55194099934,876.905595546143,855.429085967037,918.296042791608,135.879396082786,119.834026632138,592.74644668118
639.494920090689,533.548399980553,678.968920997501,870.34696768925,904.121181701311,923.674724046536,155.212025776064,121.528618588152,603.361969858757
608.783756794375,534.962286027336,675.885321949444,906.860525259376,857.968285807546,908.047415147655,159.369809777763,123.085183560713,596.870323040526
598.63235146365,547.608056758086,679.084923556493,901.929021526923,867.124165476271,908.524944461298,156.663717503083,127.687873691148,598.406881804619
594.39115168359,549.520735611538,678.629318987748,919.477272096303,858.13079393772,925.448137411479,155.600534770852,124.874921362696,600.759108232741
626.564489916266,542.798858130501,685.858278156464,923.849699517047,901.245080929515,917.89006878933,154.594861802043,123.913728547645,609.589383223601
614.479109177031,525.316916027532,683.666919796634,949.81766218224,904.350947980081,917.804747908303,152.663079387672,125.173193340414,609.159071974989
624.699320839269,541.038542538716,686.414392035771,959.974488520552,857.198493679869,918.446551616766,157.479130807052,124.017943833586,608.658607983948
630.042657714709,548.781866265129,696.563224488178,939.817607483478,868.313500182084,940.934474822995,164.033348365895,126.815526828751,614.412775768902
624.0387211742,558.857362808897,703.226268664398,918.664220472679,883.685499950781,936.125995229612,173.825657286347,127.874031209808,615.78721959959
605.747622402986,536.440531920001,702.635252244918,919.933042120489,901.638819993661,943.06506421188,179.907253377806,127.802782712591,614.646296123041
591.883653293146,524.226359134394,690.678431014023,916.93690321654,829.071094476804,952.233469114492,177.702481729136,129.440039569121,601.521553943457
600.832641206288,501.87103014717,682.04546722434,900.060259185918,844.419611606857,947.095522558834,174.785291948282,124.486955035427,596.949597364139
580.953847049691,514.650944018634,685.645282584861,892.550512023315,846.314228846646,949.028208315287,177.568236636332,128.558158062304,596.908677192134
579.994916698708,509.269666887103,671.427109159541,894.440783506504,804.327769625102,933.294302064057,163.074940459612,130.183314260327,585.751600332619
566.802032945127,517.965645846375,664.289108032962,872.040530961354,796.122669680099,935.680580563377,158.824333828002,128.882407334694,580.075913648999
572.560802686964,512.175288148527,668.62825129309,844.449816965529,800.426481815808,960.787368269426,159.457956932744,134.315340279832,581.60016329899
587.54870618253,517.220311067226,668.428121384907,846.855505125588,806.352464336562,933.146351188633,156.647450472288,134.049369156081,581.281034864227
568.734952688169,545.150060277952,682.935187480522,842.798021768119,807.466014593648,933.974317438998,173.611454291435,137.289697211078,586.49496321874
580.833167337217,547.506108422185,693.206206202193,826.189873005199,807.970351474636,933.744593937113,187.146288318428,140.179579061995,589.597020969871
610.241550466988,543.439569631073,708.247517752987,857.508341108139,849.872109399855,933.410255981105,187.794170521168,142.396069213249,604.11369800932
624.474796423511,548.124150523305,710.659013592543,830.4017689764,854.860224651744,942.092911258265,196.033095198774,137.334937937158,605.497612320212
603.78078121189,549.806106543194,709.056271820735,818.890272527603,917.200196520671,921.717233696995,197.443063606315,133.167738112886,606.382708005036
617.835490184506,545.502402633841,710.913516698347,810.152610538354,915.024190407599,929.349084167506,192.31415029549,137.645407770182,607.342106586978
586.419340936972,531.216749964825,706.528109941901,784.985150575653,946.091296691042,935.392920848783,191.015802447684,141.942241868431,602.948951659411
616.253319469921,522.730468574705,719.597334807351,809.075699202563,940.484678431952,961.133176526244,201.242709023303,140.347414445913,613.858100060244
628.585087797686,525.849400341048,714.745550283781,787.134940711398,959.357821559311,948.611603780681,195.180901290302,137.123160684927,612.073558306142
639.110853515655,515.861888446722,706.894431895622,784.01306195222,890.410639665274,935.079626504615,199.956553124787,135.887388561026,600.90180545824
615.990931587731,512.899344131182,707.804427838674,797.278083327999,888.529722582714,907.246382142886,206.210366614669,140.590729729947,597.068748494475
602.703081292401,507.727369551463,701.111802145557,791.38916319845,870.239566413765,915.165963860211,210.061598787074,135.815219101446,591.776720543796
612.53554479655,499.347968168159,697.59812558302,771.982032122588,846.31647178674,934.816873163775,206.259567199152,137.682536242094,588.31738988276
626.082008761779,483.563142711005,698.576042474791,804.121979791176,831.971486630196,934.560774212956,201.831773630009,139.935883305494,590.080386439676
603.766099645958,493.745739522457,693.153623839171,808.796527558118,782.482187393955,948.46958993357,204.82441198638,137.726662364367,584.120605280497
604.898315114194,494.318888110719,691.350864387046,790.548371411172,768.316847237897,947.132279856579,207.635689574906,138.705640836338,580.363362066106
586.65336679005,495.654871979586,701.686354283275,760.368886825053,799.313061865171,975.32534683769,218.146787457807,145.57851412342,585.340898770257
619.091520098458,486.324400002768,695.288271762395,736.418969324153,783.836339076394,967.18919876261,209.965229594928,145.056035106239,580.396245465993
603.873602600409,497.674854305179,697.131225859814,765.220013375398,821.737561453791,947.41900335656,209.953708600037,138.213579572756,585.152943640493
600.702424804192,504.183973202572,699.272516743303,790.80723383931,809.656893789838,952.324645333207,208.297496607706,137.888440457533,587.891703097208
588.147066729981,497.120578416907,694.009395743175,813.294156077015,767.314840344531,933.925648548431,210.951396452332,139.634768433945,580.54973134329
601.045317613894,479.175991127094,687.04598870082,812.038044145736,752.267415449481,917.144225362482,205.715212504759,140.734673153039,574.395858507163
622.24195411049,490.002459245437,693.548318436655,823.640506250645,765.834781356557,904.118717813298,205.494875544138,139.5157734214,580.549673272327
617.192792568342,493.428814981539,687.685503062319,785.374346794176,781.38044156966,887.614774385137,203.675151554365,138.848708520976,574.400066679564
602.27345557019,510.79362610801,695.483334588093,794.500999774535,810.767028206248,873.988057521231,212.400441801446,137.68778695818,579.736841315992
608.509102101605,522.21303432489,692.450724397509,786.909522911885,801.002976697904,861.879357354891,211.273953540257,134.593030815745,577.353962768086
632.409366263495,526.471349853226,696.290609788515,780.113316664088,803.181919514538,874.104682690101,214.580779750271,130.214226861098,582.170781423167
623.680143593276,521.275300744892,686.304236298257,755.119844698778,822.399075827914,860.773274812756,206.065707671446,128.43325966298,575.506355413787
613.761286906894,513.397459989605,683.310757127192,752.530388711918,824.086970514604,857.109720432088,212.140012264519,125.433010296309,572.721200780391
612.374315662713,510.372530116584,689.313713170133,765.823938496652,857.359545855657,865.974202789178,212.380853236325,125.449279227536,579.881047319347
611.233642333371,495.444706528158,686.832608480588,764.814412520001,921.182629643394,852.139204069173,203.113677568606,124.496316545185,582.407149711059
593.643993411158,501.244150615289,687.964481194508,756.054181535725,944.124730334374,868.119229919688,197.06700773894,127.754825217041,584.49657499584
592.567454971267,516.358474898304,687.549826560275,744.788392300142,939.556195246515,845.320297300759,197.456620689501,129.219636765996,581.602112341595
626.807769824538,520.283241361346,681.759818450857,723.705895702494,935.168046763239,811.025432596154,192.314387122754,126.022403303483,577.135874390608
636.528479763679,509.976885139877,676.77766324941,706.46740976222,954.292890277484,812.083169798807,183.909116128904,125.885929663111,575.740192972936
637.77387074832,519.404240948185,671.283450122489,704.777650858321,886.262345539922,813.076874722073,175.61111807853,130.960076895986,567.393703489228
638.36344395436,509.624750013053,669.116683741851,690.09389331943,934.680049421634,817.192321550161,173.467662320416,126.855350674324,569.924269374404
620.47402563369,520.6835061083,665.457118332421,694.074972179157,867.953945282484,832.963193956831,174.522784415526,127.905498266125,563.004380521817
619.381289994976,509.371726082094,658.198225480743,687.416670683082,834.816769666843,847.266272721196,169.47943235319,128.753163337573,556.835443789962
584.691792679523,514.296962620961,661.634575866254,704.706800391681,842.478923566704,858.444958440751,176.446663816412,128.012750499025,558.839178485164
567.233047980735,501.20616237366,661.47640914266,698.382996945266,856.557561368208,857.636472526143,185.033532498619,127.77965419398,556.913229628659
547.457364425057,498.27856761663,648.872562163046,694.651406176361,827.920664838032,845.386372508616,176.616010252224,128.530599911678,545.964193486456
542.276171076495,488.185945097806,647.24093539059,703.85548165376,844.385718184575,820.32650059269,178.088381693406,128.567432036147,544.115820715684
540.414993949921,480.640559094554,641.389178946985,681.712461369083,816.709398705479,829.166081430999,179.526262945054,128.694378229157,537.281664333904
545.062863824713,504.42404887666,644.473472241306,678.324235594139,823.374182402644,812.51793678085,182.159381809557,125.837196784069,539.521664789242
551.07464210605,500.89527289348,641.216849509831,678.027149988275,813.718230261467,807.558616937591,173.769171378391,128.973399874809,536.904166618737
554.542775262034,480.24229434757,637.089316242878,656.25351381425,807.879684262198,817.973126033889,179.970078480235,126.469619572466,532.55255100194
559.080711553213,479.370668270467,628.654368055182,654.500906370077,759.842047835353,802.472174795625,177.440158707049,125.975491653397,523.417065905045
549.204761541824,482.888872496983,626.683889667749,669.128929211744,716.876242295358,827.666557880692,175.92473074055,125.940810611267,521.789349305771
544.378292448147,456.136062610798,623.222943383423,685.495086540062,741.737371263161,810.973370676035,172.549266942511,126.664780859186,520.144646840415
559.065895571247,440.118054161851,612.05806065777,660.613030469854,748.836604063297,772.533937274085,165.738145404382,126.200231276691,510.645494859897
567.867667966732,440.952984830448,621.055620881497,680.165328111515,748.365024729847,776.434171980952,171.39874031013,128.357348059219,516.824610858792
565.210263533032,445.704287147783,619.537849384243,688.693276514432,726.95047491743,789.277899173638,174.767364637785,122.796770622179,516.617273241315
614.290560777546,433.862769307279,625.73533912695,645.56043917633,747.828095768517,801.610724094558,179.123516470645,123.179420149469,521.398858108912
651.783660930074,433.895394828766,632.497836250427,632.645382206567,737.273907181611,793.1248066184,185.947738607235,125.784452221455,524.119147355567
606.32927712676,433.362332955471,619.296751789628,611.037735495286,746.822029628501,803.55375024853,181.82845455788,120.133602385492,515.295491773443
621.994394764589,420.767122512042,610.527930000579,576.527693476469,687.136088097511,811.184055254601,184.315145622975,122.216552665578,504.333622799293
628.829071969179,412.832726586394,613.34265919194,599.800408567789,704.174082988754,791.829009935336,181.725971831189,123.791431089663,507.040670270031
623.274661700637,427.337830238619,608.759393601076,615.320240861681,686.136383932869,808.491380727569,170.300069153646,119.206325833343,507.35328575618
607.305853129893,421.755088265647,602.619918263485,659.219362791099,630.300744803915,826.853583460135,165.667415418013,117.133661071988,503.856953400522
617.349426398657,417.687711095106,603.176945283763,649.258089927171,631.721765626454,818.598029105866,171.222443607688,115.831802791894,503.105776729575
633.692733014975,447.09018866431,611.698833333739,659.234201718801,620.662057925912,839.427998882906,163.113009124223,118.853795722393,511.721602298407
625.418730769772,467.478222489565,607.850335747677,682.147007641774,633.248641776127,838.740879542956,146.609467451298,115.332858871658,514.603268036353
642.798612685931,472.543776445906,597.170299843055,665.815209135819,587.243140985292,840.736332497125,140.184141196831,112.613591939092,507.388138091131
670.828218550104,466.15594136019,605.385401006255,646.443376040284,605.743027565081,828.00541207626,151.031093328294,112.790112629855,510.79782281954
659.53790399793,486.646079481735,613.707013119199,652.563423757517,635.755978596665,818.415950343236,151.128645313615,115.160688608546,516.614460402305
659.215067084314,501.200962897657,612.425966866461,642.218345473166,620.048605451573,803.647274155764,153.679558553107,114.89525969509,513.416380022142
649.937843274082,499.257328325553,611.494686578015,641.520091407939,631.608959083883,813.597864924559,151.910578775767,113.617466927279,514.118102412134
643.381605950699,503.777835139942,604.802123452948,634.602978482353,627.036550112974,794.419005914148,147.846793639841,112.795624741447,508.582814679294
663.721069935804,516.755249147213,605.179008480024,656.346063545073,603.363270745421,778.814951014957,148.849343604291,108.660686936033,510.211205426102
668.254603546174,514.2858415898,609.406352078333,631.390539448904,624.801265304954,777.322445690607,150.99304092467,112.664920985846,511.139876196161
675.271965541339,509.159987031943,591.299886003508,599.305574909605,561.185217811708,778.505257096551,147.41813423426,108.865083306812,496.376388241966
697.343013340863,497.15058278996,595.195294811123,609.438280091594,581.489388300132,777.379606877107,142.62471842841,110.812739142893,501.42920297276
688.85320401071,504.326953243942,601.839595769165,581.780221197963,647.992192869913,794.215783936983,140.322687705686,110.965829656999,508.78705854892
683.925404882566,528.489207320182,601.899632131381,603.025094731682,627.975674694013,757.584341953265,139.949561044583,111.309480430047,506.769799648465
669.148560380754,537.631277464378,605.052313863162,589.418183675382,632.355088246375,771.187673777819,148.240674608743,109.012432983444,507.755775625007
674.146565861461,534.138322931494,604.925139239825,589.546345287629,640.633783884671,789.410430298088,145.934902645476,106.414874787917,510.64379561707
668.958070307995,527.780680482033,602.919731099609,623.003445885871,619.632933131725,808.808660652983,138.169230489858,106.528105086331,511.97510714205
655.041392809986,538.624075751647,598.548076813798,626.833039013514,660.840922522685,828.683342483046,126.381135253538,99.8802519422361,516.854029573806
646.764958400627,534.564530955766,594.31719368181,615.779446208964,664.620997815194,838.366994994621,121.845496425336,100.560310432262,514.602491114323
653.545678354851,531.207296761049,591.928142427644,615.968117676863,608.446950942331,837.036197184205,126.578187703817,102.030214363766,508.342598176816
645.852192770624,532.253845898643,582.223881339741,583.645297799173,606.86843915482,808.168064488739,128.63803831307,98.7984935681412,498.306031666619
641.348582218794,535.873895431489,579.140110190967,568.113658250347,590.180282572502,815.365352781473,131.725230440045,97.2475052110225,494.87432713708
667.04756616746,517.21588053602,576.696038467111,593.524041465177,593.713491853312,789.915796308279,126.509830341107,95.8177391568642,495.055048036916
664.67968332448,517.687131260312,583.381628258721,587.195097697614,629.212546777248,811.845613074596,132.955080811206,91.597159988631,502.319242649101
677.996418924673,551.783710384428,589.961650876861,590.150719463541,643.745420419586,778.700272548421,133.007740984194,92.0877834184883,507.179214627524
653.023051171143,533.795946855908,577.408455342513,584.769565598098,641.817021689727,762.810502123157,127.520676862908,91.5592508921547,496.588058816951
635.805867086297,525.846563976536,574.897192289142,565.241090045255,625.207665684852,770.709634261174,133.359553674139,92.8359507797794,490.487939724647
620.133383684335,528.595445013444,564.623505638631,558.442980733832,652.863175483769,738.071396569537,124.52485643142,90.1174562160842,484.671524971381
626.817140958688,517.479240041468,564.245086396104,547.488853285609,658.287992979386,718.785247691256,126.51371058196,92.5529157919651,481.521273465804
614.389182791079,527.423401452299,559.76350150514,559.785392334276,655.53449879365,728.703482995998,115.623697464268,92.4616811488524,481.710604810695
620.193843475878,511.452414037306,552.200918899719,525.422669032127,639.895923482907,736.398543234829,114.948164288895,93.0890710367585,474.200193436052
647.187083111982,519.255345335853,557.338610672848,516.409021383849,670.579921121216,760.858669730534,117.530021649102,85.6302578953087,484.348616362587
661.376477976416,495.759285697284,557.974169134791,520.946030501171,674.687514078482,784.298834646613,119.016585751382,83.3131211971429,487.17150237291
679.241352694044,489.946528786587,551.072810584582,532.080249216519,625.624076340723,782.101849795659,110.925131694875,85.0016632519203,481.999207795614
652.505289713431,466.072608144332,546.826998617127,548.315817500665,625.882492958111,786.477802750971,107.909522484759,87.1115134474592,477.637755702107
656.597149850289,444.251804979738,546.394644334796,574.285695209787,599.24642281562,768.024202715671,110.257086789515,89.8917767065369,473.618597925244
640.599192341349,459.14323245834,540.759069645766,562.944393845964,582.699685008899,746.694621779771,110.885923426494,88.8198801180828,466.568249828083
629.339245721414,455.857533800708,538.816504735489,575.747900071122,583.076444853837,727.37032766646,113.110123954186,87.2227424051306,463.817602901043
625.888003879026,457.388399767175,531.563213161604,592.282783880488,555.102084105856,711.192685695632,104.816400291474,89.204341939463,458.42973909009
636.799710299289,441.68673724513,541.904525374383,617.444199500601,565.16880352448,706.800205271287,111.882678709255,91.9893143882575,464.209521789085
672.82003848686,461.362080648484,552.829285744368,610.693149849737,609.556123099049,714.983266989121,106.609662112557,92.7212708002151,477.696859716299
659.259992398925,467.856779067687,553.898852055876,622.527547337089,625.009531793296,696.610065828497,106.984841932149,92.4493631983932,478.074621701489
637.361514531306,473.262775013651,549.199632870703,597.060668894283,659.035395147488,690.340244548313,103.060634984881,91.9338171322809,475.156835390363
671.596938207564,467.551650156365,555.132487339402,605.276522967664,672.506720482545,649.334367144871,110.499100423627,90.7381976854538,477.829498050936
682.290011699676,456.20110796495,571.113072424158,631.386867206008,681.183194590357,674.972988234879,122.138933848049,91.554910884508,488.855135856573
644.536841099648,461.435555393756,567.108713265379,631.966310876603,649.638814693899,665.025332142751,127.70272770657,92.4113053492929,479.978200065987
636.252629125208,442.872093939625,568.212886987273,678.670515673574,649.194120191643,667.356840123653,125.209935933176,93.2899370680066,482.63236988027
611.363540386852,422.084084469895,563.543537894257,704.152088289677,670.590943553676,677.080407306845,122.502019423171,90.0327634077288,482.668673091513
605.809731962309,413.623677426767,557.955210611576,698.394521920698,666.566422073424,699.901879279803,116.217643619745,89.2662548344983,480.966917716103
623.526050237611,413.914060560856,551.632765800956,691.285209107318,664.76763607993,681.231362858364,113.20119982508,85.3602186972195,478.114812895917
610.047596593225,416.233068218586,551.582372843992,702.548114267329,644.412585912094,677.578205222883,116.034108742311,86.2171199285597,475.581646466122
600.764661662705,437.28681511846,553.724663209214,710.226419230438,657.215515725347,664.478773517318,108.600073338289,90.0473999836613,477.793040223179
576.296358509628,430.514852193811,546.75920563445,675.708367996466,704.547804873977,664.998635091075,106.653150686592,86.6154316621999,474.011725831025
621.808807181337,429.594270756939,548.576847328846,697.719014213837,636.868185885619,648.762693045679,108.491393910611,88.0966606300796,472.489734119118
601.718844623252,416.759641848958,533.678816905577,680.834445525398,640.910348193456,619.805252741439,105.007912699767,85.1610896975155,460.48454402942
588.930986662275,392.556557928696,526.47483715487,671.640447420678,662.995030469373,636.170128565415,101.916674715045,82.3436401115537,457.878537878488
588.88372557424,402.87310633909,533.015565648626,683.931428635843,654.51642881501,641.245492067604,103.228638284081,85.1764865747195,461.608858992402
625.620208260517,390.059604728179,540.191804654248,672.46084326516,635.447984107438,629.392695113876,111.055151684303,89.6259593733405,461.731781398383
639.798604795662,395.053105759408,550.507448419901,661.509214881777,694.969043303758,619.292919782756,120.374741620709,85.4095332156408,470.864326472451
630.207992223087,394.199986744706,550.031935590734,644.994402831965,701.682576551479,628.28459843383,119.824843439594,86.8151408030572,469.505184577306
604.794942449922,386.258860226808,545.310936496772,661.032726578867,688.865254645055,602.64117530456,125.029674965432,86.04826145383,462.497729015156
570.96997828743,400.922365857016,537.53965974687,659.074300741681,663.989498649929,572.172913105049,124.050481307599,87.3967149126735,452.014489076031
550.820938570516,420.350157834813,537.756978568618,670.113023568704,697.467563274305,575.310106482189,118.861679814678,83.799307901454,456.80996950191
511.454589876408,414.918742059385,531.571513870724,692.095387141458,671.988931411097,569.175477172286,118.637952322179,85.4874399088979,449.416254220304
506.816062525407,417.657329927196,525.039300716145,685.930952561069,673.218136543937,565.332890390004,113.760498657557,83.0416846285767,446.349606993736
509.491733363909,409.83432542878,518.927150559615,651.046611871372,666.554633537487,569.94953674103,114.084544413067,81.5222083463649,440.176343032703
522.710705518703,396.108751955911,526.02316430341,672.033122169187,670.442164450328,574.145396074224,115.864791012342,84.9650653204901,445.286645100574
495.429428089511,372.306053566452,515.028149606871,662.454261418883,663.217420515618,579.050190335439,117.597038738634,82.2040807727898,435.910827880524
477.963093730116,375.611297486,509.471077991945,667.457859871239,659.962264110809,573.581730232115,115.305593162583,80.3242968379165,432.459651677841
492.197943145652,378.781084014016,512.229090487702,657.476981370875,653.233183042058,572.869839504974,120.282038904946,78.9511655616515,433.252665753984
477.265022097694,365.335237009509,504.76389713924,648.886428010019,664.103547683893,541.045080613631,120.870712307099,79.8120146728008,425.260242441736
490.932853703401,381.803911524559,511.238497329419,641.929319791278,661.679729447495,534.479408379349,124.505529224532,80.8102579927095,428.422438424093
